product_name;merchant_image_url;description;search_price;brand_name;category;ingredients;Anwendung;vegan;alcoholFree;fragranceFree
Glow Recipe - Guava Vitamin C - Serum Gegen Pigmentflecken - 30 Ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/570833/268634-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Dieses Serum mit aufhellender Wirkung wurde speziell entwickelt, um das Erscheinungsbild von Pigmentflecken zu reduzieren. Es enthält fünf Formen von Vitamin C, Guave, Tranexamsäure und Ferulasäure und sorgt für eine sichtbar strahlende, ebenmäßige Haut.
Das Produkt ist vegan und besteht aus natürlich gewonnenen Inhaltsstoffen.
30 ml
";44.95;Glow Recipe;Serum;Water/Aqua/Eau, Propanediol, C9-12 Alkane, Psidium Guajava Fruit Extract, Tetrahexyldecyl Ascorbate, Tranexamic Acid, Sodium Polyacryloyldimethyl Taurate, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Magnesium Ascorbyl Phosphate, Sodium Ascorbyl Phosphate, Psidium Guajava Seed Oil, Tocopherol, Tocopheryl Acetate, Sodium Hyaluronate, Ferulic Acid, Tremella Fuciformis Sporocarp Extract, Pyrus Malus (Apple) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Prunus Armeniaca (Apricot) Kernel Extract, Pyrus Communis (Pear) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Hexanoyl Dipeptide-3 Norleucine Acetate, Polyglyceryl-10 Dioleate, Glycerin, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hydroxyacetophenone, Sodium Stearoyl Glutamate, Coco-Caprylate/Caprate, Betaine, Lecithin, Polyglyceryl-10 Dipalmitate, Sodium Citrate, Sodium Phytate, Potassium Sorbate, Decyl Glucoside, Lauryl Glucoside, Ethylhexylglycerin, Citric Acid, Xanthan Gum, Phenoxyethanol.;"Anwendungstipp:
- Trage ein bis zwei Pumpstöße auf die gereinigte Haut auf und klopfe sie sanft in die Haut ein, damit das Produkt optimal einziehen kann.
- Täglich, morgens und abends, auftragen und anschließend eine Feuchtigkeitscreme verwenden.
-  Vergiss nicht, tagsüber auch einen Sonnenschutz aufzutragen.
- Verwende das Serum bei empfindlicher Haut drei- bis viermal pro Woche und steigere die Anwendung allmählich.
- Für eine maximale Wirksamkeit solltest du das Produkt an einem kühlen, trockenen Ort ohne direkte Sonneneinstrahlung aufbewahren.
";True;True;True
Glow Recipe - Strawberry Smooth - Klärendes Serum Mit Salicylsäure, Aha Und Bha - 30 Ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/617800/278213-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Ein beruhigendes Serum mit AHA- und BHA-Säuren, das das Erscheinungsbild der Haut sanft glättet, Unreinheiten mildert und die Poren sichtbar verfeinert. Es sorgt für eine klare, mit Feuchtigkeit versorgte Haut.
Das Produkt ist vegan und besteht aus natürlich gewonnenen Inhaltsstoffen.
30 ml
";41.95;Glow Recipe;Serum;"\Water/Aqua/Eau, Methylpropanediol, C9-12 Alkane, Fragaria Vesca (Strawberry) Fruit Extract, Hydroxypropyl Starch Phosphate, Pentylene Glycol, Salicylic Acid, Succinic Acid, Azelamidopropyl Dimethyl Amine, Mandelic Acid, Fragaria Vesca (Strawberry) Leaf Extract, Allantoin, Sodium Hyaluronate, Bisabolol, Opuntia Ficus-Indica (Prickly Pear) Flower Extract, Niacinamide, Zingiber Officinale (Ginger) Root Extract, Saccharomyces Ferment, Dextrin, Polydextrose, 1,2-Hexanediol, Caprylyl Glycol, Coco-Caprylate/Caprate, Hydroxyacetophenone, Amylopectin, Butylene Glycol, Succinoglycan, Leuconostoc/Radish Root Ferment Filtrate, Lauroyl Lysine, Sodium Phytate, Aminomethyl Propanol, Citric Acid, Fragrance/Parfum.*
*100% Naturally Derived.\";"- Nimm vor dem Auftragen der Feuchtigkeitscreme ein bis zwei Pumpstöße und klopfe das Produkt sanft auf das leicht feuchte Gesicht und den Hals, bis es vollständig eingezogen ist.
- Täglich morgens und abends verwenden.
- Trage nach der Feuchtigkeitspflege tagsüber einen Sonnenschutz auf.
";True;True;False
Glow Recipe - Strawberry Bha Pore-smooth Blur Drops - Porenverfeinerndes Serum - 30ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/659581/313784-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Ein pflegendes Serum und eine silikonfreie Base, die das Erscheinungsbild der Poren nach und nach verfeinert, optisch weichzeichnet und die Talgproduktion ausgleicht. Es sorgt für ein natürliches, sanftes und satiniertes Finish.
Das Produkt ist vegan und besteht aus natürlich gewonnenen Inhaltsstoffen.
30 ml
";31.95;Glow Recipe;Serum;"Water/Aqua/Eau, Tapioca Starch, Isopentyldiol, Nylon-12, C9-12 Alkane, Distarch Phosphate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Saccharide Isomerate, Fragaria Vesca (Strawberry) Leaf Extract, Salicylic Acid, Salix Alba Bark Extract, Fragaria Vesca (Strawberry) Fruit Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hyaluronate, Bisabolol, Coco-Caprylate/Caprate, Triheptanoin, Butylene Glycol, Pentylene Glycol, Propanediol, Caprylyl Glycol, Polyglyceryl-10 Dioleate, Dilinoleic Acid/Butanediol Copolymer, Polyglyceryl-10 Dipalmitate, Ethylhexylglycerin, Sodium Hydroxide, 1,2-Hexanediol, Phenoxyethanol, Castor Oil/IPDI Copolymer, Citric Acid, Fragrance/Parfum*.
*100% Naturally Derived.";"Verteile mit den Fingern eine erbsengroße Menge gleichmäßig und klopfe sie sanft in die gereinigte und tonisierte Haut ein. Täglich morgens und abends anwenden. Trage anschließend deine gewohnte Feuchtigkeitspflege auf.

Als Base zum Verblenden:
Verwende das Produkt als letzten Schritt in deiner Hautpflegeroutine.
Lasse es vollständig einziehen, bevor du den ersten Schritt deiner Make-up-Routine durchführst. 
Trage das Produkt am besten mit den Fingern auf.
";;;
Kiehl's Since 1851 - Vital Skin-strengthening - Super Serum - super Serum Visibly Vibrant 50ml;https://media.sephora.eu/content/dam/digital/pim/published/K/KIEHLS/533881/225537-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Das Vital Skin-Strengthening Super Serum dringt in acht oberflächliche Hautschichten ein und hilft, Anzeichen der Hautalterung sichtbar zu reduzieren. Feine Linien und Falten werden gemildert, während glanzlose, fahle und matte Haut revitalisiert wird und frischer wirkt.
Die Formel mit 11-kDa-Hyaluronsäure und einem adaptiven Kräuterkomplex unterstützt die Haut dabei, sich sichtbar zu erneuern und ihre Widerstandsfähigkeit zu stärken. Sie schützt vor äußeren Einflussfaktoren wie Sonneneinstrahlung, Umweltverschmutzung, Stress, Schlafmangel, Ernährung und Temperaturschwankungen, die zu frühen Anzeichen der Hautalterung beitragen können.
Das Serum verbessert die Ausstrahlung, stärkt die Haut und sorgt für ein strahlendes, gesund aussehendes Hautbild. Es ist für alle Hauttypen geeignet, auch für empfindliche Haut.
50 ml
";87.95;Kiehl's Since 1851;Serum;AQUA/WATER, DIMETHICONE, GLYCERIN, ALCOHOL DENAT., HAMAMELIS VIRGINIANA WATER/WITCH HAZEL WATER, PROPANEDIOL, PHENOXYETHANOL, TOCOPHEROL, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, SCHISANDRA CHINENSIS FRUIT EXTRACT, CAPRYLOYL SALICYLIC ACID, CAPRYLYL GLYCOL, XANTHAN GUM, PEG-60 HYDROGENATED CASTOR OIL, PANAX GINSENG ROOT EXTRACT, SODIUM ACETYLATED HYALURONATE, PEG-20 METHYL GLUCOSE SESQUISTEARATE, DISODIUM EDTA, OCIMUM SANCTUM LEAF EXTRACT, CITRUS AURANTIUM DULCIS PEEL OIL/ORANGE PEEL OIL, LIMONENE, ADENOSINE, SODIUM HYDROXIDE, METHYLDIHYDROJASMONATE, CITRIC ACID, EUGENOL, SODIUM BENZOATE, PELARGONIUM GRAVEOLENS FLOWER OIL, CITRAL, POTASSIUM SORBATE, LAVANDULA ANGUSTIFOLIA OIL/LAVENDER OIL, CYMBOPOGON SCHOENANTHUS OIL, CITRONELLOL, LINALOOL, GERANIOL, ROSMARINUS OFFICINALIS LEAF OIL/ROSEMARY LEAF OIL FMLA 685832 32 F.I.L. CODE D241983/2.;"Morgens und abends:
Reinigung: Reinige dein Gesicht und deinen Hals gründlich mit einem auf deinen Hauttyp abgestimmten Reinigungsprodukt.
Vorbereitung: Verwende ein Gesichtswasser, um den pH-Wert deiner Haut auszugleichen und sie optimal auf die nachfolgende Pflege vorzubereiten.
Serum: Gib zwei bis drei Pumphübe des Serums in deine Handflächen.
Anwendung: Verteile das Serum sanft mit den Fingerspitzen in kreisenden, aufwärtsgerichteten Bewegungen auf Gesicht und Hals. Vermeide dabei die Augenpartie. Sollte das Serum dennoch in die Augen gelangen, spüle sie gründlich mit Wasser aus.
Pflege: Trage nach dem Serum deine gewohnte Tages- oder Nachtpflege auf.
Tipp: Das Vital Skin-Strengthening Super Serum lässt sich hervorragend mit anderen Seren kombinieren.
";;;
Kiehl's Since 1851 - Retinol Micro-dose Treatment - Serum - super Serum Derm Rnl;https://media.sephora.eu/content/dam/digital/pim/published/K/KIEHL/570796/258621-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Das Retinol Skin-Renewing Daily Micro-Dose Serum sorgt für ein jugendlicheres Hautbild. Es enthält Retinol, das hilft, Fältchen zu mildern und den Teint zu verfeinern.
Das Anti-Aging-Serum unterstützt eine straffere, glattere Haut und begünstigt die Hautregeneration. Peptide und Ceramide stärken die Hautbarriere und fördern die Zellerneuerung. So werden die positiven Effekte des Retinols unterstützt, während die Haut regeneriert wird und jugendlicher aussieht.
";52.95;Kiehl's Since 1851;Serum;AQUA / WATER • GLYCERIN • BUTYLENE GLYCOL • PENTYLENE GLYCOL • NIACINAMIDE • CETYL ALCOHOL • ISOHEXADECANE • ISONONYL ISONONANOATE • DIISOPROPYL SEBACATE • 2-OLEAMIDO-1,3-OCTADECANEDIOL • 4-T-BUTYLCYCLOHEXANOL • ACETYL DIPEPTIDE-1 CETYL ESTER • ADENOSINE • CERAMIDE NP • HYDROXYPALMITOYL SPHINGANINE • LAUROYL LYSINE • OCTYLDODECANOL • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • SODIUM CHLORIDE • SODIUM HYALURONATE • SODIUM HYDROXIDE • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • RETINOL • TOCOPHEROL • DICAPRYLYL ETHER • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • BEHENYL ALCOHOL • CAPRYLYL GLYCOL • CARBOMER • CETEARYL ALCOHOL • CETEARYL GLUCOSIDE • GLYCINE SOJA OIL / SOYBEAN OIL • HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL • HYDROXYETHYLCELLULOSE • LECITHIN • PHENETHYL ALCOHOL • POLOXAMER 188 • POLYCAPROLACTONE • SORBITAN LAURATE • STEARETH-100 • CI 40800 / BETA-CAROTENE • CHLORPHENESIN • PHENOXYETHANOL (F.I.L. D266621/1).;"Wann wende ich das Daily Micro-Dose Retinol-Serum an?
Unsere Formel mit Retinol ist genau so formuliert, dass sie sich gut in Deine tägliche Hautpflegeroutine integrieren lässt. So kannst Du das Retinol-Tagesserum von der ersten Anwendung an täglich verwenden, um hautregenerierende Ergebnisse zu erzielen. Dabei werden gleichzeitig unerwünschte Wirkungen gemildert, die während der Retinisierungsphase auftreten könnten. Unsere mikrodosierte Retinol-Formel kann morgens und abends nach der Gesichtsreinigung angewendet werden.
Hinweis: Retinol kann die Empfindlichkeit der Haut gegenüber Sonne erhöhen - daher ist es wichtig, tagsüber einen Sonnenschutz zu verwenden und direkte Sonneneinstrahlung zu meiden, wenn Du eine Formel mit Retinol in Deine Hautpflegeroutine aufnimmst
";;;
Kiehl's Since 1851 - Clearly Corrective - Dark Spot Solution - clearly Corrective Dark Spot Sol 50ml;https://media.sephora.eu/content/dam/digital/pim/published/K/KIEHL/533871/225527-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Die Formel hilft bei kontinuierlicher täglicher Anwendung, der Bildung zukünftiger dunkler Hautflecken und anderer Hautverfärbungen vorzubeugen.
Sie ist silikonfrei, parabenfrei und frei von Duftstoffen. Außerdem enthält sie keine Farbstoffe und keine optischen Diffusoren.
50 ml";79.95;Kiehl's Since 1851;Serum;AQUA / WATER • PROPYLENE GLYCOL • GLYCERIN • ALCOHOL DENAT. • PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN • HYDROXYPROPYL TETRAHYDROPYRANTRIOL • 3-O-ETHYL ASCORBIC ACID • PPG-6-DECYLTETRADECETH-30 • PHENOXYETHANOL • SALICYLIC ACID • XANTHAN GUM • HYDROXYETHYLCELLULOSE • POTASSIUM HYDROXIDE • CITRIC ACID • SODIUM CITRATE • TOCOPHERYL ACETATE • LAVANDULA ANGUSTIFOLIA OIL / LAVENDER OIL • DISODIUM EDTA • ADENOSINE • LINALOOL • BUTYLENE GLYCOL • TOCOPHEROL • CITRUS AURANTIUM TACHIBANA PEEL EXTRACT • PAEONIA SUFFRUTICOSA ROOT EXTRACT (F.I.L. D186619/1);"	Das Gesicht mit einem Mizellenwasser von Make-up-Resten und Schmutz befreien
	Anschließend 2-3 Tropfen des Serums auf die Fingerspitzen geben
	In sanft kreisenden Bewegungen von innen nach außen in die Gesichtshaut einmassieren oder punktuell auftragen
	Danach eine Feuchtigkeitspflege auf die Haut auftragen
	Zum Schluss die sensible Augenpartie mit der Creamy Eye Treatment Avocado Augencreme pflegen";;;
Roche-posay Hyalu B5 Serum-konzentrat;https://www.versandapo.de/images/product_images/popup_images/08102856_aktion.jpg;"Das La Roche-Posay Hyalu B5 Serum-Konzentrat ist ein Anti-Falten-Serum für empfindliche Haut. Es hilft, Anzeichen von Falten zu mildern, die Haut sichtbar aufzupolstern und sie geschmeidiger wirken zu lassen.
Die leichte, schnell einziehende Formel kombiniert vier Formen von Hyaluronsäure mit Vitamin B5. Sie unterstützt den natürlichen Regenerationsprozess der Hautschutzbarriere und sorgt für einen langanhaltenden Feuchtigkeitseffekt.
Das Serum ist für alle Hauttypen geeignet und nicht komedogen.
";70.19;La Roche Posay;Serum;Aqua/Water, Glycerin, Alcohol Denat, Propylene Glycol, Panthenol, Pentylene Glycol, Dimethicone, Peg-6 Caprylic/Capric Glycerides, Ppg-6-decyltetradeceth-3, Glyceryl Isostearate, Madecassoside, Sodium Hyaluronate, Ammonium Polyacryloyldimethyl Taurate, Disodium Edta, Hydrolyzed Hyaluronic Acid, Caprylyl Glycol, Citric Acid, Xanthan Gum, Butylene Glycol, Tocopherol, Phenoxyethanol, Parfum/Fragrance.;Morgens und abends nach der Gesichtsreinigung 3–4 Tropfen auf Gesicht und Hals auftragen, dabei die Augenpartie aussparen, das Serum sanft mit den Fingerspitzen einmassieren und anschließend allein, unter einer Feuchtigkeitspflege oder mit täglicher Feuchtigkeitspflege und SPF verwenden.;;;
La Roche Posay Effaclar Hochkonzentriertes Serum;https://www.versandapo.de/images/product_images/popup_images/16652236.jpg;"Das La Roche-Posay Effaclar Hochkonzentrierte Serum ist für fettige und zu Akne neigende Haut geeignet. Es hilft, Unreinheiten und Pickelmalen entgegenzuwirken und die Poren zu verfeinern.
Die klärende Formel kombiniert Salicylsäure, Glykolsäure und LHA, um verstopfte Poren zu öffnen, überschüssigen Talg zu reduzieren und selbst hartnäckige Unreinheiten zu mildern.
Das Serum hinterlässt ein ebenmäßiges, sichtbar geglättetes Hautbild.
";35.19;La Roche Posay;Serum;Aqua/Water, Alcohol Denat., Propanediol, Glycolic Acid, Niacinamide, Dimethyl Isosorbide, Pentylene Glycol, Salicylic Acid, Sodium Hydroxide, Peg-60 Hydrogenated Castor Oil, Hydroxyethylpiperazine Ethane Sulfonic Acid, Citric Acid, Peg-30 Glyceryl Cocoate, Capryloyl Salicylic Acid, Biosaccharide Gum-1, Maltodextrin, Phytic Acid, Polyquaternium-10, Parfum/Fragrance.;"Einmal täglich abends anwenden, die Pipette auf die Fingerspitzen geben und das Produkt sanft in die Haut drücken, dabei die Augenpartie aussparen; während der Anwendung direkte Sonneneinstrahlung vermeiden und täglich SPF auftragen.
";;;
La Roche-Posay Pure Vitamin C12 Serum antioxidatives Hautbild erneuerndes  Anti-Falten Serum-Konzentrat, 30 ml Lösung;https://nbg1.your-objectstorage.com/inspirax-image-server-bucket/45288778f227a5d7b618aa7644b3f138.jpg;Hochwertige medizinische Hautpflege für trockene Haut mit Falten. Die Lösung wird auf die Haut aufgetragen und eignet sich als Dermokosmetik aus der Apotheke.;45.58;La Roche-Posay;Serum;Aqua/Water/Eau, Ascorbic Acid, Dimethicone, Glycerin, Alcohol Denat., Potassium Hydroxide, Polysilicone-11, Silica, Pentaerythrityl Tetraethylhexanoate, Peg-20 Methyl Glucose Sesquistearate, Sodium Hyaluronate, Adenosine, Poloxamer 338, Ammonium Polyacryloyldimethyl Taurate, Hydrolyzed Hyaluronic Acid, Caprylic/Capric Triglyceride, Caprylyl Glycol, Citric Acid, Laureth-7, Trisodium Ethylenediamine Disuccinate, Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone, Acetyl Dipeptide-1 Cetyl Ester, Xanthan Gum, Pentylene Glycol, Polyacrylamide, C13-14 Isoalkane, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Salicylic Acid, Parfum/Fragrance.;"Nach der Reinigung 3–4 Tropfen auf Gesicht, Hals und Dekolleté auftragen, dabei die Augenpartie aussparen; das Serum kann allein oder unter einer Feuchtigkeitspflege morgens oder abends verwendet werden.
";;;
Lancome Génifique Ultimate Serum 50 ml;https://cdn.perfumetrader.de/media/catalog/product/cache/1/image/400x400/602f0fa2c1f0d1ba5e241f914e856ff9/placeholder/default/product-placeholder_3.png;"Die Innovation in der Reparaturwissenschaft**: Neues Génifique Ultimate, stärkendes Serum für zweifache Hautreparatur.
Kombiniert mit Hyaluronsäure, Süssholz-Wurzel Extrakt und unseren ikonischen prä- und probiotischen Extrakten, bietet die neue Formel die ultimative Reparaturlösung, die Rötungen und feine Linien bekämpft und eine glatte Haut fördert. 
Bekämpft Hautschäden und verbessert die allgemeine Hautqualität ab der 1. Woche.";72.90;Lancome;Serum;AQUA / WATER / EAU • BIFIDA FERMENT LYSATE • GLYCERIN • PENTYLENE GLYCOL • POLYMNIA SONCHIFOLIA ROOT JUICE • DIMETHICONE • ALPHA-GLUCAN OLIGOSACCHARIDE • SODIUM CARBOXYMETHYL BETA-GLUCAN • SODIUM HYALURONATE • SALICYLOYL PHYTOSPHINGOSINE • ADENOSINE • MANNOSE • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • DIPOTASSIUM GLYCYRRHIZATE • HYDROXYACETOPHENONE • CAPRYLYL GLYCOL • TETRASODIUM GLUTAMATE DIACETATE • CITRIC ACID • LACTIC ACID • LACTOBACILLUS • ACETIC ACID • MALTODEXTRIN • XANTHAN GUM • FAEX EXTRACT / YEAST EXTRACT / EXTRAIT DE LEVURE • OCTYLDODECANOL • BUTYLENE GLYCOL • SODIUM BENZOATE • PARFUM / FRAGRANCE (F.I.L. N70038952/1).;1. SCHRAUBE DEN SELBSTLADENDEN UND HOCHPRÄZISEN TROPFER AB 2. INHALT DES TROPFERS IN DIE HAND GEBEN 3. MASSIERE DAS SERUM AUF DIE SAUBERE HAUT, NACH DEM TONER ODER DER GESICHTSESSENZ, MORGENS UND ABENDS.;;;
Medicube - Triple Collagen Serum 4.0 - Straffendes, Feuchtigkeitsspendendes Gesichtsserum - triple Collagen Serum 4.0 55ml;https://media.sephora.eu/content/dam/digital/pim/published/M/MEDICUBE/794151/386448-media_swatch-0.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Dieses Serum pflegt fahle Haut und verleiht ihr einen strahlenden Glass-Glow-Effekt. Die Formel mit dreifachem Kollagenkomplex versorgt die Haut mit Kollagen und weiteren essenziellen Nährstoffen, um ihre Elastizität und Ausstrahlung langfristig zu unterstützen.
Das Serum sorgt sofort für mehr Straffheit und Glow, polstert fahle sowie müde Haut auf und verbessert ihre Elastizität. Gleichzeitig stärkt es die Hautbarriere und spendet langanhaltend Feuchtigkeit für ein glattes, gesund strahlendes Hautbild.
55 ml
";24.95;Medicube;Serum;Aqua, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Niacinamide, Glycereth-26, Alcohol Denat., 1,2-Hexanediol, Cyclopentasiloxane, Cyclohexasiloxane, Trehalose, Dimethicone, Carbomer, Cetearyl Olivate, Tromethamine, Sorbitan Olivate, Ethylhexylglycerin, Collagen Extract, Perfume, Adenosine, Disodium EDTA, Benzyl Benzoate, Linalool, Limonene, Geraniol, Atelocollagen, Desamido Collagen, Citronellol, Hydrolyzed Collagen, Sodium Hyaluronate, Soluble Collagen, Hyaluronic Acid, Hydroxycitronellal, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Collagen, Collagen Amino Acids, Sodium Acetylated Hyaluronate, Procollagen, Hydroxypropyltrimonium Hyaluronate, Citral, Benzyl Alcohol;Nach der Reinigung und dem Toner eine kleine Menge des MEDICUBE Triple Collagen Serum 4.0 auf Gesicht und Hals auftragen. Sanft einmassieren, bis es vollständig eingezogen ist. Für beste Ergebnisse morgens und abends verwenden;;;
Paula's Choice - Clinical - Serum Mit 0,3 % Retinol + 2 % Bakuchiol - clinical 0.3% Retinol+2% Bakuchiol Treat;https://media.sephora.eu/content/dam/digital/pim/published/P/PAULA/764088/367489-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Ein leistungsstarkes Anti-Aging-Serum auf Basis von Retinol, Bakuchiol und Peptiden, das die Haut regeneriert und revitalisiert. Bakuchiol, ein pflanzlicher Wirkstoff, hilft, Hyperpigmentierung, Falten sowie den Verlust von Elastizität und Struktur zu mildern. Zudem unterstützt es die Stabilität von Retinol und kann dessen Wirksamkeit verbessern.
Peptide stimulieren die Kollagenproduktion, stärken die Haut und wirken dem Erschlaffen entgegen. Das Serum eignet sich für alle Hauttypen, insbesondere für Haut, die hohe Retinol-Konzentrationen nicht gut verträgt.
Die Formel enthält 0,3 % Retinol, das Falten und Hyperpigmentierung mildert, sowie 2 % Bakuchiol, das die Anti-Aging-Wirkung von Retinol ergänzt. Das Serum hilft, feine Linien, ausgeprägte Falten, Flecken und erweiterte Poren sichtbar zu reduzieren und die Hautstruktur zu verbessern.
Das Produkt ist vegan und besteht aus natürlich gewonnenen Inhaltsstoffen.";67.95;Paula's Choice;Serum;Aqua, Dimethicone (hydration/skin-softening), Pentaerythrityl Tetraisostearate (texture enhancer/stabilizer), Isononyl Isononanoate (emollient), Butylene Glycol (slip agent/hydration), Bakuchiol (skin-restoring/antioxidant), Arachidyl Alcohol (texture enhancer/stabilizer), Glyceryl Polymethacrylate (film-forming agent), Dimethicone Crosspolymer (texture enhancer), Behenyl Alcohol (texture enhancer), Glycerin (skin-replenishing), PEG-75 Shea Butter Glycerides (emollient), Glyceryl Stearate (texture enhancer), C12-15 Alkyl Benzoate (emollient), Polysorbate 20 (emulsifier), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Retinol (vitamin A/skin-restoring), Ceramide NG (skin-replenishing), Palmitoyl Tetrapeptide-7 (skin-restoring), Palmitoyl Hexapeptide-12 (skin-restoring), muidoS etanorulayH (skin-replenishing), Dipotassium Glycyrrhizate (skin-soothing), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing/antioxidant), Avena Sativa (Oat) Kernel Extract (skin-soothing/antioxidant), Arctium Lappa (Burdock) Root Extract (skin-soothing/antioxidant), xilaS Alba (Willow) Bark Extract (skin-soothing/antioxidant), Glycine Soja (Soybean) Sterols (skin-replenishing), Lecithin (skin-restoring), Allantoin (skin-soothing), Tocopheryl Acetate (vitamin E/antioxidant), Hydrolyzed Soy Protein (skin-softening), Palmitoyl Tripeptide-1 (skin-restoring), Sodium Hydroxide (pH adjuster), Tribehenin (emollient), Caprylyl Glycol (skin-softening), Dipeptide-2 (skin-restoring), Polygonum Cuspidatum Root Extract (antioxidant), PEG-10 Phytosterol (fatty acid-based emollient), PEG-8 (texture enhancer), Magnesium Aluminum Silicate (texture enhancer), Arachidyl Glucoside (texture enhancer), Chrysin (skin-softening), Pentylene Glycol (slip agent), Sodium Acrylates Copolymer (film-forming agent), Steareth-20 (emulsifier), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer (texture enhancer), Cetearyl Alcohol (emollient), Coco-Glucoside (surfactant), Hesperidin Methyl Chalcone (antioxidant), N-Hydroxysuccinimide (skin-softening), Disodium EDTA (chelating agent), Phenoxyethanol (preservative), Benzoic Acid (preservative), Ethylhexylglycerin (preservative), BHA (antioxidant), BHT (antioxidant), Biotin (skin conditioning agent), Chlorohexidine Digluconate (preservativ), Glucose (humectant), Potassium Bitartrate (humectant), Potassium Sorbate (preservative), Sodium Citrate (pH adjuster), Sorbitan Isostearate (surfactant), Tocopherol (Viscosity controling agent), Magnesium Aluminum Silicate (texture enhancer), Citric Acid (pH adjuster), Lactic Acid (skin conditioning agent);Trage eine kleine Menge auf die gereinigte Haut von Gesicht, Hals und Dekolleté auf. Spare dabei die empfindliche Haut der Augenpartie aus. Wende es anfangs an 3 Abenden pro Woche an, steigere dann die Häufigkeit schrittweise auf jeden Abend, damit sich deine Haut allmählich daran gewöhnen kann. Bei der ersten Anwendung wird davon abgeraten, gleichzeitig ein AHA- oder BHA-Peeling zu verwenden. Wenn du dennoch gleichzeitig ein Peeling verwenden möchtest, verwende es abwechselnd morgens und abends. Achte immer auf deine Haut, und wenn keine Empfindlichkeiten auftreten, kannst du die Anwendungshäufigkeit erhöhen.;;;
