product_name,merchant_image_url,description,size,search_price,brand_name,category,ingredients,Anwendung,vegan,alcoholFree,fragranceFree
Augustinus Bader - The Retinol Serum - Gesichtsserum Mit Retinol - 15 Ml,https://media.sephora.eu/content/dam/digital/pim/published/A/AUGUSTINUS_BADER/669485/319587-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Es wurde formuliert, um die Sichtbarkeit von tiefen Falten und Fältchen, Unreinheiten und Pigmentierung zu reduzieren und gegen die vorzeitige Hautalterung und neuen Hautausschlag vorzugehen. Angereichert mit TFC8® bzw. Trigger Factor Complex (Komplex mit Trigger-Faktoren).

Vorteile des Produkts:
- Leichte und feuchtigkeitsspendende Serum-Textur
- Formel ohne reizende Inhaltsstoffe, Allergene oder synthetische Duftstoffe. Vegan.
- Empfohlen für zu Unreinheiten neigende Haut und reife Haut.
Vegan : Produkte aus natürlich gewonnenen Inhaltsstoffen.--15 ml",15 ml,179.95,Augustinus Bader,Serum,"Aqua (Water), Caprylic/Capric Triglyceride, Glycerin, Octyldodecanol, C12-16 Alcohols, Squalane, Propanediol, Glycine Soja (Soybean) Oil, Butyrospermum Parkii (Shea) Butter, Ectoin, Helianthus Annuus (Sunflower) Hybrid Oil, Palmitic Acid, Myristyl Alcohol, PCA, Hydrogenated Lecithin, Xanthan Gum, Potassium Sorbate, Carbomer, Sodium Stearoyl Glutamate, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Citric Acid, Zinc PCA, Maltodextrin, Retinol, Hydrolyzed Rice Protein, Panthenol, Totarol, Leptospermum Scoparium Branch/Leaf Oil, Niacinamide, Sodium Hydroxide, Calcium Pantothenate, Sodium Starch Octenylsuccinate, Magnolia Officinalis Bark Extract, Piper Nigrum (Pepper) Seed Extract, Tocopheryl Acetate, Camellia Sinensis Leaf Extract, Polygonum Cuspidatum Root Extract, Sodium Ascorbyl Phosphate, Pyridoxine HCl, Alanyl Glutamine, Arginine, Oligopeptide-177, Phenylalanine, Sisymbrium Irio Seed Oil, Sodium Chloride, Silica

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachten Sie die Verpackung des gekauften Produkts.
","Das Retinol-Serum nach der Reinigungsroutine von Augustinus Bader auftragen und vorsichtig ins Gesicht, Hals und Dekolletee einmassieren.
Das Produkt entlang des Kiefers mit Bewegungen von unten nach oben einziehen lassen.
Von der Nase zu den Ohren streichen und dann die Stirn massieren. Anschließend von den Wangen zu den Schläfen massieren.
Zum Schluss streichende Bewegungen vom Halsansatz zur Kinnspitze ausführen, dass die Reste des Serums auf das Dekolletee einmassieren.",TRUE,TRUE,FALSE
Augustinus Bader - The Serum - Extrem Feuchtigkeitsspendendes Serum - face Care Le Sérum 15ml,https://media.sephora.eu/content/dam/digital/pim/published/A/AUGUSTINUS_BADER/728218/350205-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Als Ergebnis einer 30 Jahre langen wissenschaftlichen Innovation stellt The Serum ein Feuchtigkeitskonzentrat dar, das formuliert wurde, um die hartnäckigsten Hautprobleme zu bewältigen (von der Deshydrierung der Haut bis zu den sichtbaren Zeichen der Hautalterung und
Umweltschäden) und um häufige Probleme des Teints zu behandeln, um deiner Haut Gesundheit, Leuchtkraft und Widerstandsfähigkeit zu gewähren. Die Formel enthält TFC8® (unseren exklusiven Komplex aus Aminosäuren, hochwertigen Vitaminen und synthetischen Molekülen,
der die Haut mit wichtigen Nährstoffen versorgt und die körpereigenen Regenerationsprozesse ankurbelt. Die Formel wurde sorgfältig ausgearbeitet, um die Wirkung unserer Feuchtigkeitscremes fürs Gesicht zu optimieren und einmalige Ergebnisse
sowie einen unnachahmlichen Glow zu gewährleisten.

Diese kraftvolle Formel kombiniert extrem feuchtigkeitsspendende Wirkstoffe mit leistungsstarken natürlichen Lösungen (energiespendendes Vitamin C, nährendes Reiskleieöl, das reich an Ferulasäure ist, Granatapfelkernkonzentrat
und Resveratrol, die reich an Antioxidantien sind, und Edelweiss-Extrakt, der gegen die Umweltverschmutzung vorgeht) für einen revitalisierten Teint, der vor Gesundheit strahlt.--15ml",15ml,179.95,Augustinus Bader,Serum,"Aqua/Water/Eau, Glycerin, 1,2-Hexanediol, Cellulose, Ethylhexyl Polyhydroxystearate, Resveratrol, Squalane, Sodium Acrylates Copolymer, Ascorbyl Tetraisopalmitate, Oryza Sativa (Rice) Bran Oil, Maltitol, Leontopodium Alpinum Callus Culture Extract, Xylitylglucoside, Lecithin, Anhydroxylitol, Citric Acid, Xylitol, Hydrolyzed Rice Protein, Maltodextrin, Sodium Hyaluronate, Sodium Hydroxide, O-Cymen-5-Ol, Punica Granatum Extract, Sodium Phytate, Glucose, Xanthan Gum, Camellia Sinensis Leaf Extract, Hydrogenated Lecithin, Tocopheryl Acetate, Alanyl Glutamine, Arginine, Oligopeptide-177, Potassium Sorbate, Sodium Chloride, Phenylalanine, Sisymbrium Irio Seed Oil.

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.","Das Serum mit streichenden Bewegungen von unten nach oben auf Gesicht, Hals und Dekolletee auftragen.
Auf saubere und trockene Haut auftragen. Anschließend mit der Augustinus-Bader-Pflegeroutine fortfahren.",TRUE,TRUE,TRUE
Augustinus Bader - The Sunscreen Spf 50 - Sonnenschutz - the Face Care The Sunscreen 30ml,https://media.sephora.eu/content/dam/digital/pim/published/A/AUGUSTINUS_BADER/761579/367239-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Diese leichte, hochwirksame Sonnencreme vereint Sonnenschutz und Hautpflege.
Die schnell einziehende Formel ist mit TFC8®,
Trigger Factor Complex TM, angereichert, schützt vor UVA- und UVB-Strahlen und erneuert die Haut, wodurch sichtbare Zeichen der Hautalterung vorgebeugt und reduziert werden. Dein täglicher SPF 50. --30ml",30ml,129.95,Augustinus Bader,Sonnenschutz,"Aqua/Water/Eau, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dicaprylyl Carbonate, Butyloctyl Salicylate, Diethylhexyl Carbonate, Ethylhexyl Triazone, Isopropyl Lauroyl Sarcosinate, Propanediol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Silica, Cetearyl Alcohol, Behenyl Alcohol, Bisabolol, Rubus Idaeus (Raspberry) Seed Oil, Glycerin, Glyceryl Stearate, Jojoba Esters, Caprylyl Glycol, Hydroxyacetophenone, Glyceryl Caprylate, Sodium Hydroxide, Helianthus Annuus (Sunflower) Seed Wax, Sodium Stearoyl Glutamate, Xanthan Gum, Caprylhydroxamic Acid, Gossypium Herbaceum (Cotton) Seed Extract, Mauritia Flexuosa Fruit Oil, Sodium Phytate, Polyglycerin-3, Hydrolyzed Rice Protein, Maltodextrin, Plankton Extract, Perilla Frutescens Leaf Extract, Punica Granatum Flower Extract, Citric Acid, Camellia Sinensis Leaf Extract, Hydrogenated Lecithin, Tocopheryl Acetate, Tocopherol, Terminalia Ferdinandiana Fruit Extract, Lecithin, Alanyl Glutamine, Arginine, Oligopeptide-177, Phenylalanine, Potassium Sorbate, Sisymbrium Irio Seed Oil, Sodium Chloride

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
","Jeden Morgen als letzten Schritt deiner Augustinus Bader-Pflegeroutine auftragen.
Mit Aufwärtsbewegungen auf Gesicht, Hals und Dekolleté auftragen. 
15 Minuten vor dem Sonnenbad großzügig auftragen. 

Trage beim Schwimmen oder wenn du schwitzt ein wasserfestes Sonnenschutzmittel auf. 
Mindestens alle 2 Stunden nachcremen.",TRUE,TRUE,TRUE
Avene - Hydrance Rich Hydrating Cream 40ml,https://www.mystationary.de/media/e4/54/9d/1775867691/ccf89cee8a0f0512c94318b38b36c304121771d2_MS_0065728_image_1_3282779390132.jpg?ts=1775867694,"Die Avène Hydrance Rich Hydrating Cream ist eine reichhaltige Feuchtigkeitscreme, die trockene bis sehr trockene Haut intensiv mit Feuchtigkeit versorgt. Sie hilft, die Haut geschmeidig zu machen, Spannungsgefühle zu lindern und den natürlichen Feuchtigkeitshaushalt der Haut zu unterstützen.
 Die cremige Textur hinterlässt ein angenehmes, gepflegtes Hautgefühl und sorgt für einen frischen, strahlenden Teint. --40 ml",40 ml,26.95,Avene,Feuchtigkeitspflege,"Thermal Spring Water (Aqua), Caprylic/Capric Triglyceride, Glycerin, Butyrospermum Parkii (Shea) Butter, Carthamus Tinctorius (Safflower) Seed Oil, Behenyl Alcohol, Sodium Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Water (Aqua)

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
",Verteile morgens und abends (oder auch nur einmal täglich) eine kleine Menge der Creme auf den Fingerspitzen und trage sie sanft auf Gesicht und Hals auf. Für optimale Ergebnisse wird eine regelmäßige Anwendung empfohlen.,TRUE,TRUE,TRUE
Babor - Barrier Protect Ampoule Serum Concentrate - Ampulle - ampoule Concentrates Barrier Protect Amp,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/755413/361853-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Das innovative Skincare Upgrade zur Unterstützung der natürlichen Hautschutzbarriere in nur 7 Tagen: Niacinamide, hautidentische Ceramide und multimolekulare Hyaluronsäuren legen sich schützend und beruhigend auf die durch Rötungen und Juckreiz gezeichnete, beschädigte Hautschutzbarriere, fördern die Hautregeneration und spenden intensive Feuchtigkeit. Durch den enthaltenen Wirkkomplex wird die Haut vor äußeren Einflüssen und Feuchtigkeitsverlust geschützt.

Das Herzstück jeder BABOR Formel sind sichtbare Ergebnisse. Der globale Pionier in der Kategorie Ampullen revolutioniert das Ceramide Power Serum Concentrate und schafft durch die Hinzugabe effektiver und innovativer Wirkstoffe eine neue, noch leistungsstärkere Generation der barrierestärkenden, hochwirksamen Hautregenerationskur – das DOCTOR BABOR Barrier Protect Ampoule Serum Concentrate. Eingefangen in den ikonischen Ampullen aus medizinischem Glas, die jede Formel vor äußeren Bedingungen schützen und erst beim Öffnen frisch aktivieren, vereint diese 7-Tages-Kur einen 10% Komplex aus Niacinamide und Ceramiden mit dem kraftvollen Biogen Plant Extrakt für eine regenerierte und ausgeglichenere Haut voller Strahlkraft. --14ml",14ml,36.45,Babor,Serum,"Aqua (Water), Niacinamide, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Agrimonia Eupatoria Extract, Panthenol, Pentylene Glycol, Sodium Hyaluronate, Hydrolyzed Lupine Protein, Sphingolipids, Sorbitol, P-Anisic Acid, Tocopherol, Xanthan Gum, Phospholipids, Alcohol Denat., Ethylhexylglycerin, Citric Acid, Pantolactone, Sodium Citrate, Phenoxyethanol, Sodium Benzoate

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachten Sie die Verpackung des gekauften Produkts.
","Einmal täglich innerhalb von 7 Tagen die 2ml Ampulle nach der Reinigung auf Gesicht, Hals und Dekolleté auftragen und mit leichtem Druck der Fingerspitzen in die Haut einmassieren. Dazu Ampulle schütteln und den Ampullenhals mit dem beiliegenden Ampullenöffner bedecken. Ampulle am Öffner anfassen und mit einer ruckartigen Bewegung am schwarzen Ring aufbrechen. Danach vorzugsweise mit der DOCTOR BABOR REGENERATION The Cure Cream oder jeder anderen BABOR Pflege fortfahren. Zur Erfüllung weiterer Hautbedürfnisse innerhalb von 7 Tagen wird die Kombination mit anderen Ampoule Serum Concentrates empfohlen.",FALSE,FALSE,TRUE
Babor - Daily Blemish Control Cleansing Gel - Reinigungsgel - doctor Babor Blemish Control Cleanser,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/740985/356902-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Das Herzstück jeder BABOR Formel sind sichtbare Ergebnisse. Das DOCTOR BABOR CLARIFYING Daily Blemish Control Cleansing Gel hilft mit 0,5% Salizylsäure, die Haut porentief zu reinigen. Panthenol und Glycerin helfen dabei die Haut mit Feuchtigkeit zu versorgen und diese perfekt auf die darauffolgende Pflege vorzubereiten. Bei täglicher Anwendung unterstützt dieses Reinigungsgel dabei, den Teufelskreis unreiner Haut zu durchbrechen ohne die Hautschutzbarriere anzugreifen. Angereichert mit dem DOCTOR BABOR exklusiven BIOGEN PLANT EXTRAKT, die Krönung der Babor Forschung, werden die hauteigenen Prozesse angeregt und somit die jugendliche Agilität der Haut gefördert.

100% vegan und frei von Silikonen, Parabenen, Mineralölen, PEGs, Mikroplastik und anderen unnötigen Inhaltsstoffen wurde das Daily Blemish Control Cleansing Gel nach den ambitionierten BABOR Richtlinien für „cleane“ Formeln von den BABOR Experten in den unternehmenseigenen Laboratorien in Aachen, Deutschland, entwickelt und perfektioniert. Made in Germany ist ein Qualitätssiegel, welches für dieses Produkt und das ganze Unternehmen steht.
Die leichte Gel-Textur ohne Duft- und Farbstoffe transformiert in einen zarten Schaum und hinterlässt ein angenehm gereinigtes Hautgefühl, ohne die Haut auszutrocknen. --150ml",150ml,25.95,Babor,Gesichtsreinigung,"Aqua/Water/Eau, Alcohol Denat., Cocamidopropyl Betaine, Coco-Glucoside, Pentylene Glycol, Glycerin, Butylene Glycol, Sodium Chloride, Xanthan Gum, Agrimonia Eupatoria Extract, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Panthenol, Sorbitol, Carrageenan, Ethylhexylglycerin, Pantolactone, Citric Acid, Phenoxyethanol, Salicyl Acid.  

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachten Sie die Verpackung des gekauften Produkts.

","Morgens und/oder abends Gel in den Handteller geben und mit etwas Wasser aufschäumen. Schaum auf der trockenen Haut von Gesicht, Hals und Dekolleté verteilen. Fingerspitzen anfeuchten und Reinigung in kreisenden Bewegungen aufarbeiten. Augen dabei aussparen. Mit reichlich Wasser gründlich abspülen. Danach das DOCTOR BABOR Clarifying Complexion Perfecting Serum und als Abschlusspflege die DOCTOR BABOR Clarifying Blemish Reducing Cream verwenden. Zur Behandlung ausbrechender Unreinheiten wird das DOCTOR BABOR Impurity Spot Treatment empfohlen.",TRUE,FALSE,TRUE
Babor - Ecm Repair Serum - Serum - doctor Babor Ecm Repair Serum,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/740977/356894-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Das DOCTOR BABOR REGENERATION ECM Repair Serum ist ein aufbauendes Hochleistungsserum, das die Hautregeneration auf Zellebene fördert. Mit fermentierten Sojabohnen, Lupinenproteinen, natürlichen Feuchtigkeitsfaktoren und dem exklusiven BIOGEN PLANT EXTRAKT stärkt es die extrazelluläre Matrix (ECM) und aktiviert die Bildung von Kollagen, Elastin und Hyaluronsäure. Für eine sichtbar glattere, festere und widerstandsfähigere Haut – Tag für Tag. --30ml",30ml,38.95,Babor,Serum,"Aqua (Water), Aloe Barbadensis Leaf Juice*, Betaine, Lactobacillus/Soybean Ferment Extract, Alcohol Denat., Agrimonia Eupatoria Extract, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Panthenol, Sodium Lactate, Sodium PCA, Sorbitol, Hydrolyzed Lupine Protein, Pentylene Glycol, Caprylyl Glycol, Fructose, Glycine, Inositol, Lactic Acid, Niacinamide, Urea, Xanthan Gum, Ethylhexylglycerin, Pantolactone, Citric Acid, Phenoxyethanol, Sodium Benzoate

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachten Sie die Verpackung des gekauften Produkts.
","Morgens und/oder abends nach der Reinigung mit dem DOCTOR BABOR REGENERATION Barrier Balance Lotion Cleanser auf Gesicht, Hals und Dekolleté auftragen.
Anschließend die DOCTOR BABOR The Cure Cream oder die DOCTOR BABOR Collagen-Peptide Booster Cream verwenden.",TRUE,FALSE,TRUE
Babor - Gel And Tonic Cleanser - Reinigungsgel - cleansing Gel & Tonic 200ml,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/661141/313822-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Die Haut wird zuverlässig gereinigt und von überschüssigem Talg befreit. Durch die antibakterielle Wirkung werden vorhandene Hautunreinheiten geklärt und der Entstehung neuer Unreinheiten vorgebeugt. Zink hat Sebum-regulierende Eigenschaften, während Glycerin die Feuchtigkeitsbalance der Haut unterstützt. Extrakte aus Trauben, Ingwer und Weihrauch wirken adstringierend. Ein Proteinextrakt aus dem Moringa Samen schützt die Haut vor negativen urbanen Umwelteinflüssen. Perfekt gereinigt zeigt sich die Haut aufnahmefähiger für die nachfolgende Pflege. --200ml",200ml,14.45,Babor,Gesichtsreinigung,"Aqua, Coco-Glucoside, Glycerin, Alcohol Denat., Cocamidopropyl Betaine, Caprylyl/Capryl Glucoside, Phenoxyethanol, Vitis Vinifera Fruit Extract, Xanthan Gum, Sodium Chloride, Boswellia Serrata Resin Extract, Sodium Citrate, Zinc Pca, Zingiber Officinale Root Extract, Parfum, Ethylhexylglycerin, Sodium Hydroxide, Citric Acid, Maltodextrin, Moringa Oleifera Seed Extract.

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachten Sie die Verpackung des gekauften Produkts.","BABOR Gel & Tonic Cleanser morgens und abends mit etwas Wasser im Handteller aufschäumen. Schaum auf der trockenen Haut von Gesicht, Hals und Dekolleté verteilen. Augenbereich aussparen. Fingerspitzen mit kühlem Wasser anfeuchten und Reinigung in kreisenden Bewegungen aufemulgieren. Mit reichlich Wasser gründlich abspülen.",TRUE,FALSE,FALSE
Babor - Hsr Lifting Cream Rich - Gesichtscreme Für Trockene Haut - 30 Ml,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/633919/281565-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Diese luxuriöse HSR lifting Creme setzt, auf Basis von aktuellsten Forschungsergebnissen, neue Maßstäbe im Bereich des kosmetischen Liftings bei BABOR: Der innovative Wirkstoffkomplex, reduziert sichtbar alle Faltenarten und wirkt den Ursachen der Faltenentstehung gezielt entgegen. Die besonders geschmeidige, nährende Textur ist reich an wertvollen Lipiden und zieht optimal ein. Für intensive Feuchtigkeit und ein luxuriöses Pflegegefühl. --30 ml",30 ml,80.45,Babor,Feuchtigkeitspflege,"Aqua, Prunus Amygdalus Dulcis Oil, Glycerin, Butyrospermum Parkii Butter, Decyl Oleate, Coco-Caprylate/Caprate, Cetyl Alcohol, Hydrogenated Vegetable Glycerides, Helianthus Annuus Seed Oil, Mangifera Indica Seed Oil, Potassium Cetyl Phosphate, Tocopheryl Acetate, Phenoxyethanol, Panthenol, Hydrogenated Palm Glycerides, Xanthan Gum, Glyceryl Glucoside, Brassica Campestris Sterols, Parfum, Tocopherol, Carnosine, Panicum Miliaceum Seed Extract, Glycine Soja Protein, Gellan Gum, Citric Acid, Ethylhexylglycerin, Lupinus Albus Seed Extract, Pisum Sativum Extract, Caprylyl Glycol, Lecithin, Sodium Citrate, Hydrolyzed Pinus Sibirica Seedcake Extract, Sodium Cocoyl Glutamate, Biosaccharide Gum-1, Potassium Sorbate, Tannic Acid, Sodium Benzoate, Acanthopanax Senticosus Root Extract, Stevioside, Pentylene Glycol, Pantolactone, Acetyl Hexapeptide-8, Sodium Hydroxide

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
","Morgens und abends nach der Reinigung auf Gesicht, Hals und Dekolleté auftragen und sanft einmassieren. Für maximale Ergebnisse verwenden Sie zuvor das HSR lifting Serum.",TRUE,TRUE,FALSE
Babor - Hydro Replenishing Gel Cream - Gesichtscreme - doctor Babor Hydro Replenishing Cream,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/740982/356899-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Die leichte, angenehm duftende Formel verschmilzt mit der Haut und versorgt sie intensiv und langanhaltend mit Feuchtigkeit. Die dreifache Wirksymbiose aus potentem Tripeptid, innovativer Polyglutaminsäure und einem leistungsstarken Komplex aus multidimensionalen Hyaluronsäuren bindet Feuchtigkeit in der Haut und schützt sie so vor dem Austrocknen. Die Haut wirkt sichtbar durchfeuchtet, aufgepolstert und ausgeglichen. --50ml

",50ml,50.95,Babor,Feuchtigkeitspflege,"Aqua / Water / Eau, Glycerin, Alcohol Denat., Coco-Caprylate/Caprate, Xylitol, Xylitylglucoside, Squalane, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Agrimonia Eupatoria Extract, Helianthus Annuus (Sunflower) Seed Oil, Anhydroxylitol, Sodium Hyaluronate, Sodium Polyglutamate, Glucose, Tocopherol, Menthyl Lactate, Biosaccharide Gum-1, Sorbitol, Caprylyl Glycol, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Ketoglutaric Acid, Cetearyl Alcohol, Hydrogenated Vegetable Glycerides, Potassium Cetyl Phosphate, Xanthan Gum, Hydrogenated Palm Glycerides, Sclerotium Gum, Parfum (Fragrance), Magnesium Chloride, Ethylhexylglycerin, Citric Acid, Phenoxyethanol, Benzyl Salicylate, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Citrus Aurantium Peel Oil, Citrus Limon (Lemon) Peel Oil, Juniperus Virginiana Oil, Limonene, Linalool, Linalyl Acetate, Pinene, Tetramethyl Acetyloctahydronaphthalenes

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
","Morgens und abends nach der Reinigung und vorzugsweise nach dem DOCTOR BABOR Hydro Filler Serum oder dem 10D Hyaluronic Acid Ampoule Serum Concentrate auf Gesicht, Hals und Dekolleté auftragen und leicht einmassieren.",TRUE,FALSE,FALSE
Babor - Instant Exfoliating Toner - Gesichtstoner - doctor Babor Instant Exfoliating Toner,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/740994/356911-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Das Herzstück jeder BABOR Formel sind sichtbare Ergebnisse. Der DOCTOR BABOR CLARIFYING Exfoliating Toner, der Nachfolger des AHA BHA Toners, unterstützt die Hauterneuerung und verfeinert das Hautbild mit einer effektiven Säurekombination aus 9% AHA (Mandelsäure), BHA (Salizylsäure) und PAD (Azelainsäure-Derivat). Zusätzlich versorgt pflegendes Panthenol die Haut mit Feuchtigkeit und stärkt die natürliche Schutzbarriere der Haut. Angereichert mit dem DOCTOR BABOR exklusiven BIOGEN PLANT EXTRAKT, die Krönung der Babor Forschung, werden die hauteigenen Prozesse angeregt und somit die jugendliche Agilität der Haut gefördert.

100% vegan und frei von Silikonen, Parabenen, Mineralölen, PEGs, Mikroplastik und anderen unnötigen Inhaltsstoffen wurde der Exfoliating Toner nach den ambitionierten BABOR Richtlinien für „cleane“ Formeln von den BABOR Experten in den unternehmenseigenen Laboratorien in Aachen, Deutschland, entwickelt und perfektioniert. Made in Germany ist ein Qualitätssiegel, welches für dieses Produkt und das ganze Unternehmen steht.
Die erfrischende Formel verzichtet auf zusätzliche Farb- und Duftstoffe und lässt sich somit ideal bei in die bestehende Pflegeroutine integrieren. --200ml",200ml,25.95,Babor,Toner,"Aqua/Water/Eau, Alcohol Denat., Mandelic Acid, Potassium Azeloyl Diglycinate, Salicylic Acid, Sodium Hydroxide, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Agrimonia Eupatoria Extract, Glycerin, Panthenol, Sorbitol, Sodium Sulfite, Xanthan Gum, Ethylhexylglycerin, Citric Acid, Phenoxyethanol.

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
","Alle 2 Tage nach der Reinigung auf ein Wattepad geben und auf Gesicht, Hals und Dekolleté verteilen, so dass sich die Haut gut benetzt anfühlt. Einwirken lassen und im Anschluss gewohnte Pflege auftragen. Bei guter Verträglichkeit kann der Toner auch täglich verwendet werden.",TRUE,FALSE,TRUE
Babor - Instant Relief Lotion - Gesichtslotion - doctor Babor Instant Relief Lotion,https://media.sephora.eu/content/dam/digital/pim/published/B/BABOR/740989/356906-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit,"Das Herzstück jeder BABOR Formel sind sichtbare Ergebnisse. Die DOCTOR BABOR SENSITIVE Instant Relief Lotion, unterstützt mit einem 9,2%igen Komplex aus beruhigenden Pflanzenextrakten, hautidentischen Ceramiden und Mikrosilber die Hautbarriere und hilft die Hautrauigkeit und Spannungsgefühle zu reduzieren. Mit größtem Respekt ohne Farb- und Duftstoffe für die selbst empfindlichsten Häute entwickelt, binden wertvolle Lipide Feuchtigkeit und schützen vor transepidermalem Wasserverlust. Morgens und abends angewendet, wirkt die kosmetisch-antibakterielle Formel besonders bei zu Akne neigenden Häuten unterstützend Hautempfindlichkeiten zu mildern und die Hautbarriere zu stärken für ein ausgeglichenes, beruhigtes Hautbild.
Angereichert mit dem DOCTOR BABOR exklusiven BIOGEN PLANT EXTRAKT, die Krönung der Babor Forschung, werden die hauteigenen Prozesse angeregt und somit die jugendliche Agilität der Haut gefördert. --150ml",150ml,31.45,Babor,Feuchtigkeitspflege,"Aqua / Water / Eau, Glycerin, Pentylene Glycol, Hydrogenated Vegetable Glycerides, Polyglyceryl-3 Methylglucose Distearate, Coco-Caprylate/Caprate, Hydrogenated Ethylhexyl Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Castanea Sativa (Chestnut) Leaf Extract, Achillea Millefolium Extract, Agrimonia Eupatoria Extract, Fucus Vesiculosus Extract, Fumaria Officinalis Extract, Nasturtium Officinale Extract, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scrophularia Nodosa Extract, Urtica Dioica (Nettle) Leaf Extract, Panthenol, Ethylhexylglycerin, Allantoin, Sodium Lactate, Triethyl Citrate, Ceramide NP, Tocopherol, Silver (Silver), Ceramide AP, Cholesterol, Phytosphingosine, Ceramide EOP, Xanthan Gum, Hydrogenated Olive Oil Unsaponifiables, Polyglyceryl-10 Stearate, Helianthus Annuus (Sunflower) Seed Oil, Butylene Glycol, Polyglyceryl-6 Behenate, Behenic Acid, Cetearyl Alcohol, Glyceryl Stearate, Sodium Levulinate, Sodium Cetearyl Sulfate, Citric Acid, Pantolactone, Potassium Sorbate

Die Liste der Inhaltsstoffe kann sich ändern. Bitte beachte die Verpackung des gekauften Produkts.
","Morgens und abends nach der Reinigung und vorzugsweise nach dem DOCTOR BABOR Itch Relief Serum oder dem DOCTOR BABOR Instant Soothing Ampoule Serum Concentrate auf Gesicht, Hals und Dekolleté auftragen und leicht einmassieren.",FALSE,TRUE,TRUE
